"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"Density3",11471.104232,31.6008381046832,23.5467848181616,554.451075272805,0,14.6825395,33.333332,50,100,0.503747663018322,3.26846773105266,5.70200192622093e-12,NA
"nWeakComp3",488,1.12442396313364,0.714871887278559,0.511041815221209,0,1,1,1,4,0.990890805952668,5.29517574335007,2.96580864348659e-24,0
"pWeakComp3",16534.712274,38.0984153778802,35.3935857305443,1252.70591086539,0,11.111111,25,50,100,0.827433343285181,2.24669153577454,1.38861244503414e-21,2.77555756156289e-15
"X2StepReach3",11172.803339,25.7437864953917,19.9235749996775,396.948840767775,0,6.903766,21.966528,42.6255245,74.267784,0.2566304569405,1.80361146038302,9.72487716308229e-14,9.8731023956522e-05
"ReachEffic3",24530.465334,56.9152327935035,32.5132371956895,1057.11059294317,0,36.6803095,58.095238,87.0483855,100,-0.310520711295964,2.07617922533611,3.87722425315711e-14,NA
"Broker3",10359,23.86866359447,118.185048016462,13967.7055746533,0,0,2,13,2063.5,13.4099280931018,215.922762982964,7.94839605101838e-40,0
"nBroker3",94.144475,0.259351170798898,0.149198522685736,0.0222601991716061,0,0.205357,0.3,0.3594695,0.5,-0.608916105095565,2.35495485738725,1.70273917192794e-15,NA
"EgoBetween3",5817.358099,13.4040509193548,116.687960743219,13616.0801824111,0,0,0,0,1919.790527,14.1000920394061,212.319592134688,4.15725408879753e-41,0
"nEgoBetween3",1685.647296,4.64365646280992,10.1380995725717,102.781062943379,0,0,0,4.761905,68.035423,2.90490943284813,12.4554728455739,7.12259469337921e-30,NA
"Degree",4143,9.54608294930876,15.4406842652684,238.414730579709,0,3,6,10,188,6.04802173594871,54.9308089501424,1.17841859023808e-33,0
"OutDegree",2204,5.07834101382489,6.34667020141788,40.2802226455657,0,1,3,7,67,3.86212355856981,28.8746417865908,8.60154352003573e-28,4.44089209850063e-16
"InDegree",2253,5.19124423963134,13.4252809267927,180.238167963304,0,1,1,4,155,6.40738441801065,56.2779061622282,4.8042530748964e-36,0
"Clus.Coef",125.000224,0.332447404255319,0.194050008623912,0.0376554058469401,0,0.2118685,0.3245095,0.45,1,0.890279466758536,4.5069185405474,1.40134569757241e-10,NA
"Eigenvec",12.402407,0.0285769746543779,0.0381814107959774,0.00145782013037118,0,0.00524925,0.017058,0.0388465,0.377532,3.93646746152958,26.9896668336252,8.48099755523337e-29,0
"Power",-81174.831044,-187.038781207373,1004.46241537333,1008944.74389762,-6140.167969,-408.460129,-1.047255,3.262331,3532.557129,-1.63572210470332,12.3060009649861,1.75381282568434e-23,1.11022302462516e-16
"inCloseness",155.801328,0.358989235023041,0.118747212764917,0.0141009005394366,0.208768,0.209205,0.377734,0.45746125,0.535682,-0.075890863189183,1.66613614925765,1.29478951054448e-20,0
"outCloseness",159.62442,0.367798202764977,0.147170762666216,0.0216592333837556,0.208768,0.23843775,0.2463915,0.520204,0.528247,0.0676579991929393,1.03636787889387,1.8140629215614e-27,0
"OutdwReach",24455.895894,56.3499905391705,43.7917563904795,1917.7179277631,1,17.85833225,39.7916605,100.99168775,156.216644,0.0359744218856758,1.35813894181643,1.70891598405829e-19,7.73120456543097e-11
"IndwReach",25380.435397,58.4802658917051,45.1134952893613,2035.22745722322,1,2,68.5131,94.429241,199.999969,-0.0383787851258669,1.96495526884753,6.64899308128295e-18,0
"Betweenness",163075.883439,375.7508835,2215.77436554208,4909656.0389934,0,0,1.3214285,79.06065975,39153.38281,13.4548456181491,221.854454895663,3.66639704143712e-40,0
"Betweenness2",158.649132,0.365550995391705,2.01837926101771,4.07385484130641,0,0.000219,0.0116745,0.09148275,34.693645,12.609382446495,199.127377007988,5.67848776926869e-40,0
"EffSize",3094.847042,7.13098396774194,14.1745614648256,200.91819272012,0,1.7625,3.428571,6.7875,180.518021,6.91219744974217,67.5523561789781,1.61572449954071e-35,0
"Efficiency",298.606649,0.688033753456221,0.204947019930548,0.0420032809784125,0,0.581886,0.6748015,0.80110325,1,-0.707592789877382,4.73363793755247,4.89567748546936e-14,0.00480069469741917
"Constraint",142.58124,0.328528202764977,0.277425080244264,0.0769646751485362,0,0.14362975,0.2183075,0.41867475,1,1.42065633439172,4.03151114777272,9.59453335678224e-23,7.77140574115265e-11
"Hierarchy",66.419872,0.157393061611374,0.301462303223533,0.090879520264837,0,0.00481125,0.0406425,0.1199595,1,2.3255523820582,6.71909621530044,2.62934335717771e-32,NA
"Indirects",73.065435,0.168353536866359,0.15185570059294,0.0230601538025725,0,0.041396,0.136134,0.2457785,0.712753,1.03875758637006,3.79108273398792,6.29864848005651e-16,3.59565536123263e-07
"wmc",5844,13.4654377880184,25.8492691373454,668.18471493492,1,4,7,14.75,351,8.16563488706819,90.8861507581876,4.22873684049722e-36,0
"dit",1092,2.51612903225806,1.96997502755194,3.88080160917828,1,1,2,3,8,1.15361673124168,2.89759652632365,3.72612606899508e-25,0
"noc",220,0.506912442396313,2.58458713838762,6.68009067591873,0,0,0,0,38,10.0696773132784,124.739559783307,1.69970173779705e-39,0
"cbo",6616,15.2442396313364,26.3130079879575,692.374389374315,0,5,9,16,346,7.27951604601353,75.1845786827097,3.59544485672567e-35,0
"rfc",19163,44.1543778801843,58.320304076933,3401.25786762593,2,13,28,56,540,4.48545040714071,31.1308590788886,1.0366123523949e-30,0
"lcom",127178,293.036866359447,2324.37165832576,5402703.60602803,0,1,6,45.75,41713,14.7149227070183,245.821643168421,6.11717490685556e-41,0
"ca",3914,9.0184331797235,23.0469874760139,531.163631719543,0,1,3,7,291,7.40114254380934,73.6224168092915,1.57690294058753e-36,0
"ce",3426,7.89400921658986,9.39376290841916,88.2427815795915,0,2,5.5,10,101,4.04187604531531,30.1593623373658,2.31943726407152e-28,1.0769163338864e-14
"npm",3671,8.45852534562212,16.1456815708161,260.683033386192,0,2,4,8,218,7.12057420416272,75.6541663470502,3.47196343920462e-35,0
"lcom3",428.151435546,0.986524045036866,0.609623187184631,0.371640430353147,0,0.625,0.8083916085,1.07812499975,2,0.664341161439548,2.3376655150028,1.53417792910141e-20,0
"loc",198955,458.421658986175,997.128806341045,994265.856435117,5,79,205.5,495.5,12535,7.38050323544927,73.4674457819333,7.19850094449437e-36,0
"dam",240.484284299,0.554111254145161,0.456880509926893,0.208739800351058,0,0,0.7386363635,1,1,-0.233428049647909,1.20139590001156,5.20936081356758e-26,0
"moa",528,1.21658986175115,2.1511265392766,4.62734538798012,0,0,0,1,13,2.85281180445951,12.5418974022339,4.80601294814932e-30,0
"mfa",200.540584613,0.462075079753456,0.441229836490518,0.194683768609449,0,0,0.5,0.944444444,1,0.041212339154582,1.16712635680074,6.00867817470019e-25,0
"cam",183.674265761,0.423212593919355,0.221359733837261,0.0490001317645032,0.045548654,0.25,0.3979166665,0.555555556,1,0.695770102132569,2.99844019385426,6.59276293569867e-11,0.000829966084539557
"ic",286,0.658986175115207,1.03465355395598,1.07050797671374,0,0,0,1,5,1.80657403587465,5.88440770034529,5.60900551038294e-28,0
"cbm",725,1.6705069124424,3.39401813427611,11.5193590957951,0,0,0,1,20,2.8366946448022,11.662939655307,1.52188818746378e-31,0
"amc",13105.8030132,30.1977027953917,24.5228209443303,601.368747067685,1.222222222,12.4035714275,24.353061225,40.5931818175,167,1.67735961860896,7.04115556206744,5.0339922963398e-19,2.52659803945399e-06
"max_cc",3168,7.29953917050691,11.6590378573634,135.933163759432,0,1,4,9,167,7.36629406781678,88.4823642806599,2.60472225165344e-33,0
"avg_cc",840.7485,1.93720852534562,1.89742174152607,3.60020926521583,0,0.8,1.50455,2.5,25.1429,5.2448622393817,55.4228455409913,1.24887208931665e-28,1.22013510406305e-13
