class,CL,LOC,LOCE,CCMax,CCSum,NMax,n1,n2,n,N1,N2,N,V,L,D,E,T,WMC,DIT,NOC,CBO,RFC,LCOM,Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirectsfile,blocker,critical,major,normal,minor,trivial,enhancement,high,middle,low,non
main\org\apache\tools\ant\taskdefs\optional\ejb\GenericDeploymentTool.java,866,465,322,14,96,5,309,505,814,1338,981,2319,13376.00677,7.94629627,152.1950441,117087.753,361.3819538,96,1,6,43,202,426,main\org\apache\tools\ant\taskdefs\optional\ejb\GenericDeploymentTool.java-->GenericDeploymentTool,20,72,380,18.947369,,,2,10,60.023041,33.897202,154,0.405263,37.708332,9.923245,8,9,56,16.071428,,,1,12.5,3.110599,35.064934,23.5,0.419643,0,0,12,24,132,18.181818,,,3,25,59.792625,35.547947,54,0.409091,0,0,20,2.304147,0.003234,12,8,1.382488,0.921659,0.189474,190,0.061096,8.640241,-71.684662,-29.053011,747348,668540,0.116144,0.129835,45.700008,9,0.052589,0.010357,228.812454,0.030405,0.402778,14.375,0.71875,0.101473,0.042328,0.382257,0,0,0,1,0,0,1,0,1,1,0
main\org\apache\tools\ant\taskdefs\optional\ejb\DescriptorHandler.java,310,187,137,9,43,2,99,147,246,436,302,738,3961.647888,1.364139911,46.25593337,33444.56653,103.2239708,43,2,0,16,45,38,main\org\apache\tools\ant\taskdefs\optional\ejb\DescriptorHandler.java-->DescriptorHandler,9,26,72,36.111111,,,1,11.111111,50.460831,53.026634,23,0.319444,1,1.388889,6,6,30,20,,,1,16.666666,3.110599,36.486488,12,0.4,0,0,3,5,6,83.333336,1.166667,2,1,33.333332,49.539169,57.180851,0.5,0.083333,0,0,9,1.036866,0.001455,3,6,0.345622,0.691244,0.361111,36,0.03425,4.843687,-41.126423,-16.668091,746483,671219,0.116279,0.129317,31.959538,8.5,0.036777,0.009781,9.461905,0.001257,0.007057,4.611111,0.512346,0.178563,0.017012,0.255806,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\ejb\EjbJar.java,560,217,128,7,41,3,178,163,341,371,277,648,3013.218266,5.89687736,102.0609841,19942.48731,61.55088675,41,4,0,29,457,252,main\org\apache\tools\ant\taskdefs\optional\ejb\EjbJar.java-->EjbJar,16,48,240,20,,,1,6.25,53.57143,37.590946,96,0.4,11,4.583333,1,0,0,,0,0,1,100,0.230415,100,0,,0,,16,48,240,20,,,1,6.25,53.57143,37.590946,96,0.4,11,4.583333,16,1.843318,0.002587,16,1,1.843318,0.115207,0.2,120,0.050837,7.189494,-178.966827,-72.533302,753424,640833,0.115207,0.135449,58.402378,2,0.067206,0.002301,66.722221,0.008866,0.104693,11.117647,0.694853,0.112953,0.063834,0.288774,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\types\ResourceLocation.java,73,24,10,1,6,0,24,9,33,24,15,39,134.9178331,3.379834892,3.279252888,147.4765647,0.455174582,6,1,1,2,17,12,main\org\apache\tools\ant\types\ResourceLocation.java-->ResourceLocation,7,5,42,11.904762,,,2,28.571428,4.147465,42.35294,18.5,0.440476,0,0,7,5,42,11.904762,,,2,28.571428,4.147465,42.35294,18.5,0.440476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.806452,0.001132,0,7,0,0.806452,0.119048,21,0.009407,1.330387,0.000014,0.000006,739549,754292,0.117369,0.115075,1,12.583333,0.001151,0.01448,0,0,0.002486,5.642857,0.806122,0.181145,0.008816,0.121363,0,0,0,3,1,0,0,0,3,1,0
testcases\org\apache\tools\ant\types\XMLCatalogTest.java,373,291,239,5,35,1,124,375,499,790,699,1489,8265.969714,2.96888746,95.51330649,79383.30772,245.010209,35,2,0,18,208,27,testcases\org\apache\tools\ant\types\XMLCatalogTest.java-->XMLCatalogTest,8,18,56,32.142857,,,1,12.5,56.221199,45.907806,19,0.339286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,56,32.142857,,,1,12.5,56.221199,45.907806,19,0.339286,0,0,8,0.921659,0.001294,8,0,0.921659,0,0.321429,28,0.037895,5.359154,-53.055157,-21.502676,754292,669442,0.115075,0.12966,38.70002,1,0.044534,0.001151,0,0,0.031569,4.5625,0.570313,0.160326,0.003867,0.130296,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\bzip2\CBZip2OutputStream.java,1595,1250,908,60,246,6,463,417,880,3589,2380,5969,35276.65485,3.272524115,643.3865212,2411468.839,7442.805058,246,2,0,6,48,430,main\org\apache\tools\bzip2\CBZip2OutputStream.java-->CBZip2OutputStream,2,0,2,0,,,2,100,0.691244,100,1,0.5,1,50,1,0,0,,0,0,1,100,0.460829,100,0,,0,,1,0,0,,0,0,1,100,0.230415,100,0,,0,,2,0.230415,0.000323,1,1,0.115207,0.115207,0,1,0.000583,0.082434,0.999968,0.405276,753424,753424,0.115207,0.115207,2,2,0.002301,0.002301,1,0.000133,0.104161,2,1,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\bzip2\CRC.java,98,91,73,2,7,1,20,13,33,30,21,51,219.6827125,0.454803261,8.902352338,1054.233476,3.253807026,7,1,0,0,17,5,main\org\apache\tools\bzip2\CRC.java-->CRC,2,0,2,0,,,2,100,0.460829,100,1,0.5,0,0,2,0,2,0,,,2,100,0.460829,100,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.230415,0.000323,0,2,0,0.230415,0,1,0.000034,0.004742,-0.00001,-0.000004,750822,754292,0.115607,0.115075,1,4,0.001151,0.004603,0,0,0.000443,2,1,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\RecorderEntry.java,179,104,62,5,27,3,152,159,311,318,238,556,2629.432681,3.466649008,99.94066059,28855.7622,89.06099445,27,1,0,13,34,98,main\org\apache\tools\ant\taskdefs\RecorderEntry.java-->RecorderEntry,4,4,12,33.333332,,,2,50,28.801844,89.605736,4,0.333333,3,25,1,0,0,,0,0,1,100,0.576037,100,0,,0,,3,4,6,66.666664,,,1,33.333332,28.571428,90.510948,1,0.166667,0,0,4,0.460829,0.000647,3,1,0.345622,0.115207,0.333333,6,0.011282,1.595553,-33.370716,-13.524787,753424,671304,0.115207,0.129301,26.179768,2,0.030126,0.002301,2.422727,0.000322,0.001993,3,0.75,0.283422,0.003369,0.063511,1,0,0,4,0,0,1,1,4,1,0
main\org\apache\tools\ant\BuildEvent.java,171,51,22,1,11,0,44,25,69,85,43,128,489.2882459,1.988781234,13.15662528,1320.622466,4.075995267,11,2,0,6,27,40,main\org\apache\tools\ant\BuildEvent.java-->BuildEvent,17,34,272,12.5,,,2,11.764706,50.80645,51.100811,119,0.4375,19,6.985294,14,12,182,6.593407,,,4,28.571428,35.599079,80.890053,85,0.467033,10,5.494505,4,9,12,75,1.25,2,1,25,49.654377,55.75679,1.5,0.125,0,0,17,1.958525,0.002749,4,14,0.460829,1.612903,0.125,136,0.033635,4.756755,-50.534565,-20.481108,203347,672085,0.426857,0.12915,31.959539,260.018433,0.036777,0.299216,233.093552,0.030974,0.263231,13.833333,0.813725,0.123996,0.164324,0.304093,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\util\StringUtils.java,69,37,25,2,6,1,48,48,96,131,105,236,1122.350725,0.877874451,20.78917746,6753.817488,20.8451157,6,1,0,7,15,6,main\org\apache\tools\ant\util\StringUtils.java-->StringUtils,12,2,132,1.515152,,,10,83.333336,5.875576,70.833336,65,0.492424,0,0,12,2,132,1.515152,,,10,83.333336,5.875576,70.833336,65,0.492424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.382488,0.00194,0,12,0,1.382488,0.015152,66,0.005654,0.799539,0.00015,0.000061,726543,754292,0.11947,0.115075,1,21.916664,0.001151,0.025221,0,0,0.405277,11.666667,0.972222,0.098837,0.015689,0.079167,0,0,0,2,0,0,0,0,2,0,0
main\org\apache\tools\ant\taskdefs\optional\ide\VAJExport.java,130,62,32,4,15,2,72,33,105,80,48,128,436.7306319,3.100429069,42.4199377,1731.308955,5.343546158,15,4,0,6,354,49,main\org\apache\tools\ant\taskdefs\optional\ide\VAJExport.java-->VAJExport,5,4,20,20,,,2,40,50.115208,51.236748,8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,20,20,,,2,40,50.115208,51.236748,8,0.4,0,0,5,0.576037,0.000809,5,0,0.576037,0,0.2,10,0.029083,4.112902,-22.954468,-9.303195,754292,668696,0.115075,0.129805,29.146437,1,0.03354,0.001151,0,0,0.057014,3.8,0.76,0.214646,0.001634,0.035289,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\types\PatternSet.java,421,295,179,9,68,4,216,231,447,673,435,1108,5541.829422,3.632015156,96.09115798,45832.7571,141.4591268,68,3,0,14,82,193,main\org\apache\tools\ant\types\PatternSet.java-->PatternSet,13,36,156,23.076923,,,1,7.692307,57.373272,43.042351,60,0.384615,9.833333,6.303419,8,4,56,7.142857,,,4,50,14.400922,63.775509,26,0.464286,0,0,5,9,20,45,,,1,20,55.760368,50.364204,5.5,0.275,0,0,13,1.497696,0.002102,5,8,0.576037,0.921659,0.230769,78,0.046296,6.547299,-35.175022,-14.256052,204266,672083,0.424936,0.129151,32.626205,176.393204,0.037545,0.202984,44.87603,0.005963,0.022678,8.192307,0.630177,0.119294,0.037648,0.216498,0,0,0,6,3,0,0,0,6,3,0
main\org\apache\tools\ant\taskdefs\optional\ide\VAJTask.java,54,26,12,3,5,2,15,6,21,15,9,24,81.51382009,0.396816953,10.18922751,419.7244628,1.295445873,5,3,3,4,339,2,main\org\apache\tools\ant\taskdefs\optional\ide\VAJTask.java-->VAJTask,4,0,12,0,,,4,100,1.382488,60,6,0.5,3,25,3,0,6,0,,,3,100,1.267281,68.75,3,0.5,0,0,1,0,0,,0,0,1,100,0.460829,100,0,,0,,4,0.460829,0.000647,1,3,0.115207,0.345622,0,6,0.003078,0.435322,-1.55477,-0.630131,751688,669667,0.115473,0.129617,21.303961,4,0.024515,0.004603,5,0.000664,0.000493,4,1,0.25,0,0,0,0,0,2,0,0,0,0,2,0,0
main\org\apache\tools\ant\types\DTDLocation.java,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,17,0,main\org\apache\tools\ant\types\DTDLocation.java-->DTDLocation,1,0,0,,0,0,1,100,1.497696,100,0,,0,,1,0,0,,0,0,1,100,1.497696,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.115207,0.000162,0,1,0,0.115207,,0,0.001686,0.23848,-0.000007,-0.000003,753424,754292,0.115207,0.115075,1,2,0.001151,0.002301,0,0,0,1,1,1,1,0,0,0,0,3,1,0,0,0,3,1,0
testcases\org\apache\tools\ant\types\selectors\ContainsRegexpTest.java,55,43,21,1,3,1,13,9,22,23,14,37,132.7985829,0.417542044,10.37798673,793.8476432,2.450147047,3,2,0,3,374,3,testcases\org\apache\tools\ant\types\selectors\ContainsRegexpTest.java-->ContainsRegexpTest,1,0,0,,0,0,1,100,33.640553,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,100,33.640553,100,0,,0,,1,0.115207,0.000162,1,0,0.115207,0,,0,0.009279,1.312278,-23.06892,-9.349582,754292,671225,0.115075,0.129316,30.376204,1,0.034955,0.001151,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
testcases\org\apache\tools\ant\taskdefs\optional\unix\SymlinkTest.java,141,115,86,6,19,2,34,42,76,106,80,186,864.6236271,1.130850991,24.51681697,10294.79397,31.77405545,19,3,0,3,397,6,testcases\org\apache\tools\ant\taskdefs\optional\unix\SymlinkTest.java-->SymlinkTest,2,1,2,50,,,1,50,40.092167,84.878052,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,50,,,1,50,40.092167,84.878052,0.5,0.25,0,0,2,0.230415,0.000323,2,0,0.230415,0,0.5,1,0.010777,1.524043,-28.570045,-11.579127,754292,670355,0.115075,0.129484,31.626204,1,0.036394,0.001151,0,0,0,1.25,0.625,0.505908,0.000019,0.005887,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\condition\Os.java,209,104,63,17,28,3,96,88,184,351,214,565,3058.400134,4.441190862,62.69514788,68332.22749,210.9019367,28,1,0,4,24,62,main\org\apache\tools\ant\taskdefs\condition\Os.java-->Os,20,21,380,5.526316,,,7,35,48.963135,64.885498,179.5,0.472368,6.5,1.710526,19,9,342,2.631579,,,11,57.894737,21.082949,64.664314,166.5,0.486842,0,0,1,0,0,,0,0,1,100,42.857143,100,0,,0,,20,2.304147,0.003234,1,19,0.115207,2.18894,0.055263,190,0.030928,4.373813,0.999916,0.405255,203581,672317,0.426366,0.129106,18.09882,228.266159,0.020827,0.262677,5.483613,0.000729,0.27435,18.049999,0.9025,0.071083,0.069762,0.1393,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\types\Permissions.java,286,170,100,5,11,2,34,64,98,273,217,490,2835.412012,0.989730792,51.50445845,113371.3422,349.9115499,11,1,0,13,22,18,main\org\apache\tools\ant\types\Permissions.java-->Permissions,6,6,30,20,,,2,33.333332,44.700462,85.462555,12,0.4,1,3.333333,5,2,20,10,,,3,60,6.56682,69.512192,9,0.45,0,0,1,0,0,,0,0,1,100,42.857143,100,0,,0,,6,0.691244,0.00097,1,5,0.115207,0.576037,0.2,15,0.016958,2.398283,0.999907,0.405251,723090,671452,0.12004,0.129272,18.348816,19.533333,0.021115,0.022478,96,0.012757,0.200022,4,0.666667,0.19916,0.00711,0.089744,0,0,0,2,0,0,0,0,2,0,0
main\org\apache\tools\ant\util\TeeOutputStream.java,34,28,12,1,6,0,36,21,57,58,42,100,386.8725549,1.050095332,18.64417376,1929.618614,5.955613005,6,2,0,1,17,0,main\org\apache\tools\ant\util\TeeOutputStream.java-->TeeOutputStream,4,0,12,0,,,4,100,3.686636,71.111115,6,0.5,0,0,4,0,12,0,,,4,100,3.686636,71.111115,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.460829,0.000647,0,4,0,0.460829,0,6,0.004766,0.673958,-0.000048,-0.000019,714456,754292,0.121491,0.115075,1,19.133331,0.001151,0.022018,0,0,0.002214,4,1,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\junit\FormatterElement.java,193,107,57,9,26,2,101,70,171,231,129,360,1708.80347,2.100236306,58.160725,14110.47325,43.55084335,26,1,0,18,44,80,main\org\apache\tools\ant\taskdefs\optional\junit\FormatterElement.java-->FormatterElement,9,20,72,27.777779,,,1,11.111111,59.101383,41.809292,26,0.361111,9.5,13.194445,4,4,12,33.333332,,,1,25,3.571429,62,4,0.333333,0,0,5,8,20,40,,,1,20,58.29493,42.990654,6,0.3,0,0,9,1.036866,0.001455,5,4,0.576037,0.460829,0.277778,36,0.042084,5.95155,-38.91153,-15.770418,745618,671215,0.116413,0.129318,33.209541,8,0.038216,0.009206,116.185715,0.015439,0.101491,5.5,0.611111,0.151064,0.0168,0.155873,0,0,0,1,0,0,0,0,1,0,0
testcases\org\apache\tools\ant\taskdefs\RmicTest.java,74,54,42,1,4,0,18,50,68,132,126,258,1271.560335,0.421105279,36.37649297,24541.89262,75.74658216,4,2,0,6,80,3,testcases\org\apache\tools\ant\taskdefs\RmicTest.java-->RmicTest,3,3,6,50,,,1,33.333332,36.751152,89.106148,1.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,50,,,1,33.333332,36.751152,89.106148,1.5,0.25,0,0,3,0.345622,0.000485,3,0,0.345622,0,0.5,3,0.013152,1.859954,-60.148315,-24.377455,754292,665091,0.115075,0.130508,41.533348,1,0.047794,0.001151,0,0,0,1.333333,0.444444,0.371203,0.000878,0.055021,0,0,0,0,0,0,0,0,0,0,1
testcases\org\apache\tools\ant\taskdefs\InitializeClassTest.java,31,27,17,1,4,0,16,31,47,59,54,113,490.1115511,0.619928385,20.77178455,3659.43654,11.29455722,4,3,0,8,396,6,testcases\org\apache\tools\ant\taskdefs\InitializeClassTest.java-->InitializeClassTest,3,3,6,50,,,1,33.333332,43.317974,75.653923,1.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,50,,,1,33.333332,43.317974,75.653923,1.5,0.25,0,0,3,0.345622,0.000485,3,0,0.345622,0,0.5,3,0.013664,1.932335,-33.222591,-13.464753,754292,670331,0.115075,0.129488,33.826191,1,0.038925,0.001151,0,0,0.004018,1.833333,0.611111,0.342466,0.000265,0.013533,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\Get.java,354,221,155,30,38,5,96,121,217,399,243,642,4203.953265,1.547100356,46.48159956,48548.71834,149.8417233,38,3,0,19,346,21,main\org\apache\tools\ant\taskdefs\Get.java-->Get,5,5,20,25,,,1,20,51.497696,60.569107,7.5,0.375,3,15,1,0,0,,0,0,1,100,0.576037,100,0,,0,,4,4,12,33.333332,,,1,25,51.382488,60.84584,4,0.333333,0,0,5,0.576037,0.000809,4,1,0.460829,0.115207,0.25,10,0.0243,3.436553,-17.750698,-7.194164,752557,671252,0.11534,0.129311,29.795254,2.5,0.034287,0.002877,13.290909,0.001766,0.009238,3.6,0.72,0.225738,0.007292,0.059369,0,0,0,4,0,0,1,0,4,1,0
main\org\apache\tools\ant\taskdefs\SignJar.java,326,200,115,15,51,4,199,146,345,558,308,866,4535.21075,2.774178987,126.3261307,50201.7775,154.9437577,51,3,0,15,465,137,main\org\apache\tools\ant\taskdefs\SignJar.java-->SignJar,9,19,72,26.388889,,,1,11.111111,60.138248,37.419353,26.5,0.368056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,72,26.388889,,,1,11.111111,60.138248,37.419353,26.5,0.368056,0,0,9,1.036866,0.001455,9,0,1.036866,0,0.263889,36,0.049327,6.975936,-72.551781,-29.404444,754292,659018,0.115075,0.131711,47.783344,1,0.054987,0.001151,0,0,0.011917,5.888889,0.654321,0.121803,0.000997,0.046435,0,0,1,8,2,0,4,1,8,6,0
main\org\apache\tools\ant\types\FileSet.java,23,15,6,2,4,1,5,2,7,6,4,10,28.07354922,1.016235061,0.984024305,27.62505476,0.085262515,4,4,6,0,176,3,main\org\apache\tools\ant\types\FileSet.java-->FileSet,56,127,3080,4.123377,,,2,3.571429,40.552994,34.274586,1476.5,0.479383,32.166668,1.044372,53,28,2756,1.015965,,,29,54.71698,30.645161,38.383839,1364,0.49492,0,0,3,3,6,50,,,1,33.333332,29.147465,75.748505,1.5,0.25,0,0,56,6.451613,0.009056,3,53,0.345622,6.105991,0.041234,1540,0.084573,11.960415,-24.333757,-9.862206,203691,672079,0.426136,0.129151,33.211899,239.366287,0.038219,0.27545,118.917641,0.015802,0.354181,52.05357,0.929528,0.039982,0.234484,0.246738,0,0,0,2,0,0,0,0,2,0,0
main\org\apache\tools\ant\taskdefs\ExecTask.java,566,271,165,11,64,4,295,240,535,606,381,987,4709.789557,7.573427217,136.0334293,31791.41369,98.12164719,64,3,1,21,466,446,main\org\apache\tools\ant\taskdefs\ExecTask.java-->ExecTask,22,77,462,16.666666,,,2,9.090909,60.253456,33.504166,192.5,0.416667,60.833332,13.167388,11,6,110,5.454545,,,5,45.454544,4.493088,37.5,52,0.472727,0,0,11,27,110,24.545454,,,2,18.181818,60.023041,35.758408,41.5,0.377273,0,0,22,2.534562,0.003558,11,11,1.267281,1.267281,0.166667,231,0.065567,9.272522,-69.355919,-28.109196,743011,659882,0.116822,0.131539,47.266655,12.833334,0.054392,0.014768,325.797607,0.043292,0.105772,16.272728,0.739669,0.092961,0.088438,0.341612,0,0,0,4,0,0,1,0,4,1,0
main\org\apache\tools\ant\types\AbstractFileSet.java,648,356,204,6,98,3,335,332,667,791,521,1312,5933.41825,17.87320825,130.5030525,24434.24159,75.4143259,98,3,2,37,174,1096,main\org\apache\tools\ant\types\AbstractFileSet.java-->AbstractFileSet,85,327,7140,4.579832,,,1,1.176471,63.248848,28.096212,3406.5,0.477101,1434.133301,20.085901,60,81,3540,2.288136,,,6,10,31.221199,34.743591,1729.5,0.488559,0,0,25,36,600,6,,,8,32,57.373272,42.419079,282,0.47,0,0,85,9.792626,0.013745,25,60,2.880184,6.912442,0.045798,3570,0.124531,17.61141,-74.291176,-30.109402,203671,671989,0.426178,0.129169,51.000011,244.782928,0.058688,0.281683,16423.9668,2.182425,1.513493,78.141174,0.919308,0.040745,0.254513,0.448594,0,0,0,5,0,1,1,0,5,2,0
main\org\apache\tools\ant\filters\ReplaceTokens.java,300,160,99,12,35,6,109,89,198,365,219,584,3013.653182,1.94403951,57.58068665,35620.62683,109.9402063,35,5,0,7,55,57,main\org\apache\tools\ant\filters\ReplaceTokens.java-->ReplaceTokens,5,3,20,15,,,2,40,45.506912,86.62281,8.5,0.425,3,15,1,0,0,,0,0,1,100,2.764977,100,0,,0,,4,2,12,16.666666,,,2,50,45.391705,91.203705,5,0.416667,0,0,5,0.576037,0.000809,4,1,0.460829,0.115207,0.15,10,0.01302,1.841262,-2.811588,-1.139506,204959,672145,0.423499,0.129139,27.153595,126.011337,0.031247,0.145007,63.447952,0.008431,0.107118,3.8,0.76,0.223779,0.001093,0.057309,0,0,0,2,0,0,0,0,2,0,0
main\org\apache\tools\ant\types\Parameter.java,29,23,9,1,6,0,27,9,36,30,15,45,161.3233125,2.131234526,8.739494833,469.9614188,1.450498206,6,1,0,1,17,12,main\org\apache\tools\ant\types\Parameter.java-->Parameter,28,24,756,3.174603,,,4,14.285714,6.336406,27.777779,366,0.484127,0,0,28,24,756,3.174603,,,4,14.285714,6.336406,27.777779,366,0.484127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3.225806,0.004528,0,28,0,3.225806,0.031746,378,0.013006,1.839307,0.000051,0.000021,202826,754292,0.427953,0.115075,1,164.954544,0.001151,0.189821,0,0,0.11113,26.285715,0.938775,0.060806,0.084217,0.233783,0,0,0,2,0,0,0,0,2,0,0
main\org\apache\tools\ant\filters\BaseParamFilterReader.java,46,18,5,1,4,0,17,7,24,21,10,31,113.0069869,1.984011043,7.275255638,544.898468,1.681785395,4,4,11,1,37,5,main\org\apache\tools\ant\filters\BaseParamFilterReader.java-->BaseParamFilterReader,13,21,156,13.461538,,,1,7.692307,4.723502,43.61702,67.5,0.432692,1,0.641026,11,0,110,0,,,11,100,2.073733,38.297871,55,0.5,0,0,2,0,2,0,,,2,100,4.262673,78.723404,1,0.5,0,0,13,1.497696,0.002102,2,11,0.230415,1.267281,0.134615,78,0.00201,0.284324,-3.960121,-1.604994,205540,672153,0.422302,0.129137,25.436928,113.86982,0.029271,0.131035,1,0.000133,0.007401,9.769231,0.751479,0.219196,0.246217,0.451494,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\junit\Xalan2Executor.java,17,17,12,1,1,1,9,28,37,46,41,87,453.2224428,0.141211012,7.081600669,3209.540354,9.905988747,1,2,0,12,30,0,main\org\apache\tools\ant\taskdefs\optional\junit\Xalan2Executor.java-->Xalan2Executor,2,2,2,100,1,1,1,50,1.152074,66.666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,100,1,1,1,50,1.152074,66.666664,0,0,0,0,2,0.230415,0.000323,2,0,0.230415,0,1,1,0.00182,0.257408,-11.638002,-4.716755,754292,669570,0.115075,0.129635,26.33691,1,0.030307,0.001151,0,0,0,1,0.5,0.793618,0.01042,0.257576,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\junit\XalanExecutor.java,72,52,36,3,9,2,35,50,85,137,108,245,1309.086797,0.452145056,23.99304878,15142.30414,46.73550662,9,1,2,17,26,9,main\org\apache\tools\ant\taskdefs\optional\junit\XalanExecutor.java-->XalanExecutor,5,5,20,25,,,1,20,47.235023,65.916397,7.5,0.375,2,10,3,2,6,33.333332,,,1,33.333332,1.152074,71.428574,2,0.333333,0,0,3,3,6,50,,,1,33.333332,47.235023,66.34304,1.5,0.25,0,0,5,0.576037,0.000809,3,3,0.345622,0.345622,0.25,10,0.020635,2.918282,-21.181721,-8.58472,750821,670430,0.115607,0.129469,27.170242,4.5,0.031266,0.005178,7.333333,0.000974,0.132314,3.25,0.65,0.406783,0.257048,0.290164,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\junit\AggregateTransformer.java,151,93,49,5,19,2,90,86,176,181,121,302,1417.90164,1.830199768,51.20822986,10049.76187,31.01778356,19,1,0,22,44,45,main\org\apache\tools\ant\taskdefs\optional\junit\AggregateTransformer.java-->AggregateTransformer,10,17,90,18.888889,,,1,10,58.986176,42.41922,36.5,0.405556,16,17.777779,4,2,12,16.666666,,,2,50,1.612903,70,5,0.416667,1,8.333333,7,11,42,26.190475,,,1,14.285714,58.640553,42.701344,15.5,0.369048,3,7.142857,10,1.152074,0.001617,7,4,0.806452,0.460829,0.188889,45,0.041692,5.896146,-42.250923,-17.123838,750820,670342,0.115607,0.129486,35.042873,5,0.040326,0.005754,228.594925,0.030376,0.30386,7.5,0.75,0.186418,0.149223,0.263141,0,0,0,3,0,0,0,0,3,0,0
main\org\apache\tools\ant\taskdefs\optional\ejb\DDCreator.java,98,44,27,5,8,1,41,57,98,108,86,194,1043.131147,0.807956713,21.46740237,8082.463253,24.94587424,8,4,0,9,618,3,main\org\apache\tools\ant\taskdefs\optional\ejb\DDCreator.java-->DDCreator,8,22,56,39.285713,,,1,12.5,59.907833,37.873272,17,0.303571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,56,39.285713,,,1,12.5,59.907833,37.873272,17,0.303571,0,0,8,0.921659,0.001294,8,0,0.921659,0,0.392857,28,0.048718,6.889819,-93.260025,-37.797268,754292,652946,0.115075,0.132936,51.250008,1,0.058976,0.001151,0,0,0.003142,4.1875,0.523438,0.138799,0.000412,0.053527,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\filters\LineContainsRegExp.java,164,80,49,9,19,4,68,57,125,187,107,294,1435.384567,1.25142862,36.53248654,12786.70719,39.46514564,19,5,0,7,79,18,main\org\apache\tools\ant\filters\LineContainsRegExp.java-->LineContainsRegExp,5,2,20,10,,,3,60,5.645161,53.260868,9,0.45,4,20,1,0,0,,0,0,1,100,2.764977,100,0,,0,,4,2,12,16.666666,,,2,50,4.953917,63.235294,5,0.416667,0,0,5,0.576037,0.000809,4,1,0.460829,0.115207,0.1,10,0.002653,0.37517,-10.50108,-4.255973,204959,672128,0.423499,0.129142,28.385738,126.011337,0.032665,0.145007,389.614624,0.051772,0.00278,4.2,0.84,0.220161,0.001776,0.048438,0,0,0,1,0,0,1,0,1,1,0
